id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7608963,Comfy dble room in friendly house,39905105,Abbie,Chorlton Park,53.43815374478692,-2.268832041067363,Private room,30,1,7,2016-03-19,0.86,1,365
5649329,Double En Suite B&B Chorlton,29261172,Katy,Chorlton Park,53.4378773583858,-2.2680634897826395,Private room,45,1,50,2016-04-04,4.27,1,341
12201461,2 bed in the heart of West Didsbury,65483711,Liz,Chorlton Park,53.42687383593445,-2.2429715956621536,Entire home/apt,80,7,0,,,1,344
4015046,Perfect Location House with Garden,8917794,Natalie,Chorlton Park,53.432711857006716,-2.2488640715273522,Entire home/apt,89,2,44,2016-04-07,2.57,1,293
9933993,Lovely private room in popular area,51060582,Wendy,Chorlton Park,53.432444372156425,-2.274899181655192,Private room,28,1,0,,,1,365
5575251,Arena Manchester Apartments - Apt 2,28733801,Billie,Ancoats and Clayton,53.488611242548195,-2.2384278829711843,Entire home/apt,120,1,6,2015-11-10,0.45,5,354
9093968,Luxury duplex in the city w.parking,30369701,Laura,Ancoats and Clayton,53.48485144483779,-2.2284366547570693,Entire home/apt,139,1,1,2016-03-29,1,1,213
1540853,1 bed - Heart of Northern Quarter,1222259,Jamie,Ancoats and Clayton,53.484919183705195,-2.235939256717061,Entire home/apt,85,5,8,2015-11-25,0.28,1,271
6765428,Central Double Bedroom Available,34198476,Dennis,Ancoats and Clayton,53.485971547852046,-2.1946191345050057,Private room,43,1,14,2016-03-23,1.42,1,361
5847953,Modern 2BD house close to NQ,4125516,Clare,Ancoats and Clayton,53.48732966947507,-2.2103425066343423,Private room,40,2,27,2016-03-23,2.63,1,322
11747571,Quirky & cool STUDIO apt NQ MCR (2),6413143,Claire,Ancoats and Clayton,53.48481136605064,-2.2371908075102467,Entire home/apt,47,1,0,,,19,326
11748241,Contemporary 2 bed apt NQ MCR (4),6413143,Claire,Ancoats and Clayton,53.48475907434666,-2.236368416968633,Entire home/apt,80,1,0,,,19,324
11750639,"Your nest in the city,studio MCR(8)",6413143,Claire,Ancoats and Clayton,53.485035973167705,-2.2364404279038186,Entire home/apt,47,1,0,,,19,326
11750796,Oozing style 2 bed apt NQ MCR (9),6413143,Claire,Ancoats and Clayton,53.48465465954148,-2.2356172167141324,Entire home/apt,80,1,0,,,19,326
9522753,Converted warehouse Slps 14 (38 A1),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48561164861019,-2.2341508862483006,Entire home/apt,150,1,0,,,22,334
4073171,Manchester City Apartments,8318434,Serviced,Ancoats and Clayton,53.48112265945708,-2.231581804902486,Entire home/apt,129,3,0,,,2,357
5629815,Stunning Tobacco Factory City Apt,13074236,Adam,Ancoats and Clayton,53.489437832812406,-2.2348968449190982,Entire home/apt,85,2,35,2016-04-05,2.98,1,345
10132896,High Spec Basement Studio (42),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.487169136664804,-2.2337682512785295,Entire home/apt,80,1,0,,,22,348
7580071,Manchester Central NthQuarter 2 Bed,39745038,Gina,Ancoats and Clayton,53.484100546262454,-2.235287234262937,Entire home/apt,100,1,36,2016-03-29,5.02,1,320
8519213,Converted warehouse Slps 14 (M St),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48627078937056,-2.233318659507713,Entire home/apt,150,1,30,2016-03-27,4.89,22,311
9172771,NICE ROOM IN ANCOATS,47735596,Nuria,Ancoats and Clayton,53.48338003959529,-2.2295084911418868,Private room,15,7,0,,,1,0
9792150,2 bed city apartment,50463599,Shelagh,Ancoats and Clayton,53.486323581911364,-2.2347175742507135,Entire home/apt,150,1,1,2015-12-12,0.24,1,0
2617800,The Captain - Boatique Boating,8158869,Ellie,Ancoats and Clayton,53.48210430828373,-2.2233353532860183,Entire home/apt,120,2,10,2016-04-11,7.89,1,333
9524152,Converted warehouse Slps 14 (38 A2),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48590004550572,-2.234130816485693,Entire home/apt,150,1,0,,,22,339
9166733,City Living,47710325,Louise,Ancoats and Clayton,53.48725816136964,-2.2358082933942702,Entire home/apt,88,2,9,2016-04-10,1.72,1,22
5888434,PENTHOUSE Northern Quarter-sleeps 9,11985789,Sophie,Ancoats and Clayton,53.485702526623754,-2.236623921666277,Entire home/apt,165,2,27,2016-04-04,2.67,2,288
8771219,Stunning 1 bedroom apartment,45984952,Sarah,Ancoats and Clayton,53.48443142125099,-2.2346307813798307,Entire home/apt,90,2,2,2016-03-02,0.45,1,355
6804341,3Bed City Cntr Slps 8 NQ (2),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.484856761413695,-2.2366689481865265,Entire home/apt,150,1,13,2016-04-05,1.90,22,277
6803039,3Bed City Cntr Slps 8 NQ (1),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48450896214454,-2.2367872636769475,Entire home/apt,150,1,10,2016-04-04,1.50,22,330
9289612,"Premier Suites,Two Bed Apartment",45056864,Charlotte,Ancoats and Clayton,53.48624757165102,-2.2379246320852966,Entire home/apt,325,1,0,,,2,365
6787544,Luxury City Centre Apartment,19921423,Constantino (Dino),Ancoats and Clayton,53.487956368730885,-2.234886806400972,Entire home/apt,140,2,30,2016-04-04,2.97,1,316
3128610,Spacious 2bed - Fast WiFi & Parking,15885340,David,Ancoats and Clayton,53.48381876846211,-2.2280127823806013,Entire home/apt,80,2,59,2016-04-04,2.70,1,229
2209408,A perfect home away from home,3472687,Thembalani,Ancoats and Clayton,53.48894969289592,-2.211233062392024,Private room,40,1,7,2015-11-27,0.43,2,365
7830546,Double bedroom in Northern Quarter,16864877,Tess,Ancoats and Clayton,53.485056901623906,-2.2377457828950362,Private room,60,1,13,2016-03-19,2.31,1,337
9663979,Special City Centre Apartment,44528846,Jordan,Ancoats and Clayton,53.48568487214903,-2.2360801890512945,Entire home/apt,92,1,11,2016-04-11,8.25,1,321
11235184,Modern flat in city centre,30066580,Feifei,Ancoats and Clayton,53.48439835988263,-2.2304390248057024,Entire home/apt,70,4,0,,,2,17
11246674,Comfortable sofa-bed in city centre,30066580,Feifei,Ancoats and Clayton,53.48499334298038,-2.229081176444027,Shared room,30,1,4,2016-04-10,2.26,2,0
5217007,2 bed 2 bath very Central,465854,Karyo&Colin,Ancoats and Clayton,53.48255780522532,-2.2332326490248975,Entire home/apt,100,1,53,2016-04-05,4.10,2,335
5217696,Stunning City Centre Apartment,10155718,Stephen,Ancoats and Clayton,53.48092748068408,-2.224276917745901,Entire home/apt,71,1,138,2016-04-02,9.79,2,312
9017935,Cosy Room at the Heart of City,46934019,Marek,Ancoats and Clayton,53.48394555743367,-2.2332544870450706,Private room,51,1,59,2016-03-24,10.66,2,187
7968257,DOUBLE ROOM-BATHROOM IN CITY CENTRE,42045764,Lourdes,Ancoats and Clayton,53.48243979040182,-2.2324279738789703,Private room,40,1,13,2015-11-22,1.94,1,0
4687829,Comfortable Room in City Centre,23398433,Safrana & Jeffrey,Ancoats and Clayton,53.47985824317309,-2.2235727831263934,Private room,45,1,80,2016-04-08,4.84,2,276
10714199,Fantastic double room city centre,5758429,Mo,Ancoats and Clayton,53.48574039257395,-2.226377190540913,Private room,45,7,0,,,3,365
11107241,3 Bed City Centre Duplex Apartment,57698775,Tam,Ancoats and Clayton,53.48588641476473,-2.239545556677306,Entire home/apt,170,1,5,2016-04-04,3.41,4,320
4940860,Penthouse roof terrace sleeps 12,16899355,Hannah,Ancoats and Clayton,53.483999755090345,-2.229999413322518,Entire home/apt,349,1,11,2016-04-11,1.07,3,332
11751726,Top floor 2 bed apt NQ MCR (14),6413143,Claire,Ancoats and Clayton,53.48518119197586,-2.236051922568373,Entire home/apt,80,1,0,,,19,326
10434696,Super stylish 2 bed NQ MCR (1),6413143,Claire,Ancoats and Clayton,53.48400513805673,-2.236652773772333,Entire home/apt,80,1,0,,,19,326
8489202,"Fantastic 2b Flat, Northern Quarter",5758429,Mo,Ancoats and Clayton,53.4858696448844,-2.2262963354571053,Entire home/apt,85,3,0,,,3,84
11751119,Elegant & cosy studio NQ MCR (11),6413143,Claire,Ancoats and Clayton,53.48372007237796,-2.2353553515742597,Entire home/apt,47,1,0,,,19,326
11750899,Stylish décor 2 bed NQ MCR (10),6413143,Claire,Ancoats and Clayton,53.485383511267706,-2.236100739355737,Entire home/apt,80,1,0,,,19,326
11748837,City chic apartment NQ MCR (6),6413143,Claire,Ancoats and Clayton,53.48489793532724,-2.2354563688827067,Entire home/apt,80,1,0,,,19,324
7287910,New Large Luxury Central Apartment,36818970,George,Ancoats and Clayton,53.4828019758733,-2.2302959207056903,Entire home/apt,86,1,46,2016-04-05,6.05,1,346
4136737,City Centre Duplex Apartment,10972420,Scott,Ancoats and Clayton,53.483976694560674,-2.2327491885000423,Entire home/apt,87,2,94,2016-02-07,4.97,10,152
4791845,City Centre Apartment with Parking,17473725,Andy,Ancoats and Clayton,53.48752242880355,-2.2347355408756577,Entire home/apt,78,1,130,2016-04-08,8.06,1,312
2824525,"Manchester Centre, close but quiet!",14449268,John,Ancoats and Clayton,53.4877349180292,-2.233555092129438,Private room,42,2,123,2016-03-30,5.15,1,116
9209036,Double bed in centre of manchester,47895388,Amin,Ancoats and Clayton,53.48651557012156,-2.23449275134758,Private room,50,1,0,,,1,0
9534715,Modern 1 bed flat near City Stadium,49390291,Shahid,Ancoats and Clayton,53.48658792699918,-2.1939596945693447,Entire home/apt,50,1,7,2016-04-04,1.64,1,355
12249233,Townhouse in Central Northern Qtr,2746906,Patrick,Ancoats and Clayton,53.48476844294922,-2.233691447620407,Entire home/apt,185,2,0,,,2,281
11044139,!New room 8min to Manchester city!!,57316285,Faith,Ancoats and Clayton,53.486606680333225,-2.1799113164701556,Private room,35,1,3,2016-03-24,1.67,2,360
9626126,Stunning Penthouse Slps 18(38 A4),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48699281861302,-2.232665884857834,Entire home/apt,351,1,0,,,22,331
9625652,Stunning High Spec Sleep 14 (38 A3),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48720827322504,-2.2331953064665098,Entire home/apt,150,1,1,2016-04-02,1,22,330
6214002,Private room in Northern Quarter,18859103,Matthew,Ancoats and Clayton,53.48378051345186,-2.236079274316566,Private room,60,1,39,2016-03-15,3.39,1,365
7262131,"New Build Flat, Central Manchester",38019544,Nick,Ancoats and Clayton,53.48566468110353,-2.224257881048657,Private room,35,1,7,2015-09-09,0.78,1,326
8307909,Manchester Etihad Stadium,34857345,Diane,Ancoats and Clayton,53.48525725573634,-2.16954172540441,Entire home/apt,50,2,1,2016-03-01,0.71,1,296
10665747,City Centre Vintage Apartment,10972420,Scott,Ancoats and Clayton,53.485572421964854,-2.2315623039846426,Entire home/apt,87,2,7,2016-03-29,3.13,10,13
8437307,Central Bargain! Northern Quarter,9577880,Jac,Ancoats and Clayton,53.48470299854387,-2.2369335940513095,Private room,32,2,3,2016-03-24,1.25,2,353
12285121,Big Double Room Manchester Centre,36454388,Alberto,Ancoats and Clayton,53.48014909455694,-2.2287842266125075,Private room,37,1,0,,,1,76
9613744,Double bedroom in Manchester CC,49739638,Kada,Ancoats and Clayton,53.48668967093115,-2.2358167539122706,Private room,30,1,29,2016-03-25,6.44,1,329
10779975,Cozy room in vibrant NorthernQuater,13690110,Simona,Ancoats and Clayton,53.48413853159806,-2.2273811429517787,Private room,40,1,16,2016-04-09,6.08,2,163
12152819,Luxury Private City Centre Stay,56900771,Violeta,Ancoats and Clayton,53.488479273874276,-2.234063108570053,Private room,39,1,0,,,1,72
8560806,"Premier Suites, One bed Apartment",45056864,Charlotte,Ancoats and Clayton,53.48554682707907,-2.237211343696377,Entire home/apt,195,1,0,,,2,364
10261738,Arena Apartments Manchester - Apt 5,28733801,Billie,Ancoats and Clayton,53.48914537254579,-2.239349406616143,Entire home/apt,575,1,1,2016-01-06,0.31,5,252
5544166,Arena Apartments Manchester - Apt 4,28733801,Billie,Ancoats and Clayton,53.48903073187538,-2.237820822148254,Entire home/apt,175,1,25,2016-03-20,1.97,5,340
9475051,Skyline view room in the best area,46934019,Marek,Ancoats and Clayton,53.482963879987516,-2.234008786900117,Private room,46,1,30,2016-04-10,6.34,2,69
11046194,Big room 8min to Manchester city!!!,57316285,Faith,Ancoats and Clayton,53.484475156882176,-2.1796391902979426,Private room,35,1,2,2016-02-28,1.18,2,364
5541158,Arena Apartments Manchester - Apt 3,28733801,Billie,Ancoats and Clayton,53.48935647201644,-2.2373066956830967,Entire home/apt,105,1,21,2016-02-12,1.58,5,354
7893027,3 dbl bed city centre townhouse NQ,22289463,Bethany Joy,Ancoats and Clayton,53.485258023441276,-2.2356330712435875,Entire home/apt,290,1,14,2016-03-20,2.23,1,353
2781052,Modern & chic city-centre apartment,6117260,Nancy,Ancoats and Clayton,53.48742861322606,-2.2148137510574903,Private room,48,1,94,2016-04-04,3.94,1,94
9072098,"Top floor, central & free parking.",35224613,Jane,Ancoats and Clayton,53.48423664722524,-2.2318105390851315,Entire home/apt,85,2,14,2016-04-05,2.69,1,10
1249924,Modern City Centre Apartment in NQ,1332701,Gillian,Ancoats and Clayton,53.48425032861888,-2.2280015363419974,Private room,52,2,36,2016-04-09,2.96,5,317
7757269,Large modern double in Manchester,40788058,Richard,Ancoats and Clayton,53.48711391175893,-2.2329270731055115,Private room,52,2,26,2016-04-10,3.16,1,345
10899631,Cozy room in vibrant NorthernQuater,13690110,Simona,Ancoats and Clayton,53.482657477554376,-2.2282174475459744,Private room,44,1,1,2016-03-01,0.71,2,0
8014990,Charming City Centre Apartment,30982597,Katherine,Ancoats and Clayton,53.48648994964182,-2.236761844448984,Entire home/apt,80,1,32,2016-04-05,4.78,1,3
10502886,NQ Modern Apmt - Dbl Room w Bath!,15051226,Sid,Ancoats and Clayton,53.48489342548865,-2.2364563558966184,Private room,39,2,5,2016-04-04,2.08,1,365
2899349,TOWNHOUSE Ancoats-Sleeps 10 central,11985789,Sophie,Ancoats and Clayton,53.4847309722203,-2.229365752112069,Entire home/apt,180,2,53,2016-04-06,2.52,2,95
9331766,Central Room with Private Bathroom,36635202,Quentin,Ancoats and Clayton,53.488204277371025,-2.235438360436449,Private room,44,1,5,2016-03-13,1.01,1,328
4724447,Beautiful apartment with parking,19786564,David,Ancoats and Clayton,53.486727905623695,-2.233946831449445,Entire home/apt,85,1,13,2016-04-04,4.94,1,175
7214670,Budget 3bed Close to city slps 8(C),12088124,"Nick And Andrea, Just The Place",Ancoats and Clayton,53.48306799377507,-2.1774607017758307,Entire home/apt,60,1,17,2016-03-17,2.37,22,312
1970473,City Centre-2 Bed-2 Bath-Pano views,1703880,Charles,Ancoats and Clayton,53.482175504117535,-2.2240663249730264,Entire home/apt,125,1,99,2016-04-05,3.75,2,195
8664925,Central Northern Quarter Loft,11231699,Andrew & Anna,Ancoats and Clayton,53.48376387246214,-2.2346139180941043,Entire home/apt,98,1,39,2016-04-09,9.14,1,113
10488203,Stunning Northern Quarter Location,34072396,Tony,Ancoats and Clayton,53.481954626840015,-2.232192256092488,Private room,59,1,9,2016-04-08,5.29,1,285
8338047,Room with private bathroom,23649426,Jose,Ancoats and Clayton,53.485438104472486,-2.1953559597280754,Private room,32,4,1,2015-12-02,0.23,1,365
9540580,Simple Home Sleeps 5 by Velodrome,49414085,Gu,Ancoats and Clayton,53.485509047956626,-2.1856498189534723,Entire home/apt,75,2,13,2016-03-23,2.87,1,215
9500897,"Double ensuite room, great location",24708608,Juliana,Ancoats and Clayton,53.487738457561186,-2.2332813823002695,Private room,40,1,22,2016-03-22,4.96,1,99
10858191,Northern Quarter 2 bed Apt,1332701,Gillian,Ancoats and Clayton,53.48458101151369,-2.227392365022298,Entire home/apt,110,2,0,,,5,324
11840311,Northern Quarter Penthouse Apt,63088660,Leon,Ancoats and Clayton,53.48126536586997,-2.230875681001563,Entire home/apt,175,1,0,,,1,350
11039449,Northern Quarter Luxury apartment,38140908,Valerie,Ancoats and Clayton,53.484027747389085,-2.235878538418417,Entire home/apt,69,14,1,2016-02-05,0.45,2,99
11747983,Wonderfully walnut 2 bed NQ MCR (3),6413143,Claire,Ancoats and Clayton,53.48399209158894,-2.2363565884131154,Entire home/apt,80,1,0,,,19,321
1443793,Stunning 2 Bed City Centre Apartmnt,4827286,Mark,Ancoats and Clayton,53.48109648671656,-2.2247800452987043,Entire home/apt,106,1,109,2016-04-05,3.33,1,349
11750279,Manchester inspired apt NQ MCR (7),6413143,Claire,Ancoats and Clayton,53.485553431620765,-2.2369032718595774,Entire home/apt,80,1,0,,,19,326
7231617,Stunning City Centre Apartment,35550510,Mark,Ancoats and Clayton,53.48516438999531,-2.235961779278626,Entire home/apt,60,1,0,,,1,0
681857,A perfect Home away from home,3472687,Thembalani,Ancoats and Clayton,53.48888334524564,-2.211559599700459,Entire home/apt,100,2,67,2016-03-15,1.88,2,355
11751517,Simply striking top floor MCR (13),6413143,Claire,Ancoats and Clayton,53.48531931062672,-2.2362736367731677,Entire home/apt,80,1,0,,,19,326
3787474,Central Mcr quiet stylish 2bed loft,19349080,Danielle,Ancoats and Clayton,53.481366116318576,-2.2296831973116626,Entire home/apt,220,2,38,2016-03-15,1.91,1,152
11751359,Sleek & stylish 2 bed MCR (12),6413143,Claire,Ancoats and Clayton,53.48533557102397,-2.2347295053719174,Entire home/apt,80,1,0,,,19,326
310742,Nice room 10 minutes walk from town,1603652,Francisca,Ancoats and Clayton,53.48251439199743,-2.228019858297774,Shared room,37,1,22,2016-03-27,0.43,1,332
12189523,Apartment,65515723,Julius,Gorton North,53.46361116636459,-2.1843663002475906,Private room,20,1,0,,,2,365
10210865,Super Manchester House Sleeps 1-8,10726271,Eran,Gorton North,53.460061833450574,-2.1845910845778094,Entire home/apt,100,1,0,,,2,365
8897537,Single Bedroom with breakfast,46539947,Dzark,Gorton North,53.46563066721826,-2.189460383634108,Private room,15,2,25,2016-04-10,5.60,3,311
9555264,Large Double room,46539947,Dzark,Gorton North,53.46484679755475,-2.189627408474109,Private room,20,7,14,2016-04-05,2.96,3,339
9611528,Back Double Room,46539947,Dzark,Gorton North,53.46494588364141,-2.1906736224410435,Private room,20,3,18,2016-04-09,4.22,3,339
9725725,Double room with private bath,50194914,Mari,Gorton North,53.46386158987713,-2.183253059695962,Private room,25,3,2,2016-04-10,0.57,1,77
12203526,One Bedroom Apartment Hyde Road,65515723,Julius,Gorton North,53.462398383290115,-2.1847754008538876,Private room,19,1,0,,,2,341
4070469,Cute Single Room Available,21029549,Ejike,Gorton North,53.460715959253434,-2.172834307287516,Private room,25,1,30,2015-12-17,1.73,3,330
7684370,Cosy apartment near Wilmslow Road,40010322,Kavi,Withington,53.433359474527315,-2.2242556318233393,Private room,23,1,8,2016-02-26,1.06,1,0
10085312,great flat near Manchester Uni,17702198,Evadne,Withington,53.44049921365697,-2.2136594998215,Entire home/apt,60,5,0,,,6,2
12046122,Lovely and good located room. s,39748578,Natalia,Withington,53.42870447200322,-2.2221410042231766,Private room,25,1,0,,,1,340
4443387,apartment in quiet location,6201208,Tyra,Withington,53.432335465702394,-2.2224104745575612,Entire home/apt,100,1,7,2016-01-31,0.43,3,308
1162564,Double Private Room in Manchester,6201208,Tyra,Withington,53.432289221628714,-2.221707429529531,Private room,110,1,5,2016-02-28,0.46,3,359
8479613,Large double room no2 in Withington,44412808,Graeme,Withington,53.43037951501937,-2.2232058747154437,Private room,28,1,5,2016-03-22,0.76,3,341
6998128,Charming & Welcoming Double Room,21500221,Andrew,Withington,53.432221681395646,-2.2201522820374135,Private room,32,3,4,2015-11-19,0.44,1,285
1225615,Double room in Manchester,6201208,Tyra,Withington,53.43367216033139,-2.222826299982471,Private room,70,1,11,2015-11-27,0.33,3,348
8435200,Whole 3 bed house South Manchester,44412808,Graeme,Withington,53.43077494122089,-2.222102813082495,Entire home/apt,150,1,19,2016-04-02,2.89,3,309
7503453,Superbly located room near Didsbury,36247837,Andy,Withington,53.43310585006797,-2.2216440507702164,Private room,33,3,3,2016-03-20,2.05,1,365
8434774,Double room no 1 South Manchester,44412808,Graeme,Withington,53.42987677969362,-2.22326570674654,Private room,28,1,1,2016-03-04,0.77,3,338
9711511,Urban cottage south Manchester ❤️,5385460,Hannah,Withington,53.43763203546033,-2.213887694517465,Entire home/apt,75,1,10,2016-04-06,3.80,1,321
7046734,Victorian family home in M20,36952901,Louise,Withington,53.43344151254643,-2.2257116610508327,Entire home/apt,150,1,0,,,1,0
3520653,Single room close to the university,2523846,Piotr,Rusholme,53.449839513428664,-2.229047443396926,Private room,52,2,0,,,3,0
813413,Cosy room close to Uni and center,4274481,Bass,Rusholme,53.45230663200514,-2.2236816117277036,Private room,29,1,29,2016-03-13,0.86,26,365
4635584,"Modern,spacious, car park,2 toilets",4274481,Bass,Rusholme,53.45244557111126,-2.2271691712055475,Entire home/apt,85,1,3,2015-10-26,0.28,26,365
4074896,double room modern flat free parkin,11076058,Yimei,Rusholme,53.452872870807724,-2.2267355260152177,Private room,27,3,15,2016-04-01,0.78,1,46
1844884,Room close to center and University,4274481,Bass,Rusholme,53.4535437799576,-2.2256434318104823,Private room,22,3,7,2015-08-01,0.24,26,364
1976040,"2 double rooms,modern flat,LOCATION",4274481,Bass,Rusholme,53.45078368922542,-2.226772673044132,Private room,150,1,2,2014-12-08,0.07,26,362
5241222,Double Room in Manchester,16697099,Mo,Rusholme,53.452202626354484,-2.2299751367791987,Private room,25,1,7,2015-11-28,0.50,11,365
2346145,"Twin room, double and single bed. ",4274481,Bass,Rusholme,53.45339852395332,-2.2260733554867254,Private room,35,1,3,2015-06-25,0.13,26,365
4024632,Good size room. Close to center.,4274481,Bass,Rusholme,53.45456218129338,-2.2244857893450742,Private room,29,1,2,2015-09-14,0.23,26,365
11486111,Traditional 5 bed+4 Bathroom house!,57841569,Zunny,Rusholme,53.448579331580234,-2.219208553433629,Entire home/apt,175,2,1,2016-03-06,0.79,1,159
12158701,chevere,51690391,Graciela,Rusholme,53.45123702091059,-2.223026678381246,Private room,17,3,0,,,1,19
12272269,Three Bed Manchester University,66091652,Sol,Rusholme,53.4558560574543,-2.2292659185412034,Entire home/apt,60,7,0,,,1,65
8202494,Bedroom in lovely flat near uni!,16328071,Natalia,Rusholme,53.44779286111944,-2.219124376526981,Private room,25,2,3,2015-10-27,0.41,1,72
3353868,Double room in modern house. Nice,4274481,Bass,Rusholme,53.452415203472654,-2.2254076119541932,Private room,30,1,3,2014-12-24,0.15,26,365
7417038,2 bedroom modern townhouse sleeps 4,670516,Richard,Rusholme,53.453481103956214,-2.217841629627588,Entire home/apt,75,2,2,2015-08-31,0.25,1,44
584538,Comfy room in leafy Victoria Park,1960971,Abigail,Rusholme,53.4452748460714,-2.2080596358088025,Private room,33,2,27,2015-10-24,0.62,2,365
7921954,Cosy double room semi house garden,4274481,Bass,Rusholme,53.452218669775206,-2.219587270737094,Private room,45,1,1,2015-08-31,0.13,26,0
4230825,Double room in modern house. New ,4274481,Bass,Rusholme,53.45142856984505,-2.2263121054717168,Private room,40,1,4,2015-12-01,0.24,26,365
10533681,Newly Refurbished Room,54318724,House,Rusholme,53.452938575354864,-2.2092146265437114,Private room,16,2,1,2016-01-26,0.39,1,99
9223650,Cozy room in the curry mile!,41593041,Yodha & Amy,Rusholme,53.45222080385718,-2.2242936708297076,Private room,25,1,21,2016-04-09,5.21,1,215
5682679,Art Deco oasis  ,29462004,David,Rusholme,53.44971310179812,-2.2201402976660534,Private room,30,1,19,2016-04-10,1.71,1,318
1344064,Double Room Victoria Park,4274481,Bass,Rusholme,53.45500209680998,-2.2152469799673704,Private room,30,1,2,2015-09-17,0.11,26,365
1998884,"Nice single room, close to center",4274481,Bass,Rusholme,53.453045272708756,-2.2271548119810904,Private room,30,1,0,,,26,365
2400936,5 bed house close to Uni. Sleep 7,4274481,Bass,Rusholme,53.452507088935626,-2.2270263983667533,Entire home/apt,110,1,0,,,26,360
8036098,"Double room, Victoria park",4274481,Bass,Rusholme,53.453892324191074,-2.221391876184131,Private room,35,1,1,2015-08-31,0.13,26,0
3042441,Double room close to the university,2523846,Piotr,Rusholme,53.450610257324456,-2.228372606455328,Private room,57,2,1,2014-07-24,0.05,3,0
1461142,"Large double central room, great ",4274481,Bass,Rusholme,53.454244666215835,-2.224423440583642,Private room,35,1,11,2016-03-16,0.35,26,365
6652041,Quiet family house close to the Uni,2523846,Piotr,Rusholme,53.45112426821727,-2.229155891721696,Entire home/apt,70,5,2,2015-09-01,0.23,3,131
665818,Comfy room in leafy Victoria Park,1960971,Abigail,Rusholme,53.454229156121784,-2.217711172525382,Private room,33,2,25,2015-11-10,0.58,2,365
9841549,Beautiful light PRIVATE ROOM,9226205,Naomi,Rusholme,53.451119027181456,-2.217848366028739,Private room,49,1,1,2016-03-31,1,1,352
1969218,5 bed house close to Uni. Sleep 11,4274481,Bass,Rusholme,53.45297529268017,-2.2270517543464914,Entire home/apt,400,1,1,2014-06-01,0.04,26,360
5873594,Fantastic Location,22690453,Abdul,Rusholme,53.454840885089695,-2.2144933793292187,Private room,52,1,7,2016-02-28,0.68,2,365
11646873,beautiful modern 1 bed house,756930,Martin,Rusholme,53.453285095077696,-2.2149274827491996,Entire home/apt,40,1,0,,,1,16
3937856,The kindness of strangers,19734859,Katie,Rusholme,53.44785526188771,-2.200558252597765,Private room,38,1,8,2015-10-24,0.49,1,315
1986836,"2rooms, modern flat, close to centr",4274481,Bass,Rusholme,53.45101396227438,-2.225816245810952,Private room,80,1,0,,,26,362
6857737,need clean person,28743004,Roger,Baguley,53.39854073990409,-2.2841747330728253,Private room,22,2,15,2016-03-20,1.67,1,45
6951847,Manchester Airport 1.7 miles Away,34288992,Vaughan,Baguley,53.38284710964967,-2.2853782185973563,Private room,34,1,59,2016-04-01,6.15,2,129
6557404,Manchester Airport newbuild house,34288992,Vaughan,Baguley,53.383255194864795,-2.283796645786564,Private room,34,1,44,2016-03-26,4.29,2,100
5746270,3 bedroom family home near metro,18162624,Mamet,Baguley,53.393060194816776,-2.289018345634232,Entire home/apt,100,1,0,,,1,0
9430913,Cosy beds in spacious garden house,48015459,Nhung,Sharston,53.37529354945206,-2.2441050913198306,Private room,35,2,3,2016-03-13,1.61,2,361
9245272,Beautiful garden house Mcr airport,48015459,Nhung,Sharston,53.37526126095147,-2.2424099448781405,Private room,35,2,7,2016-03-18,1.36,2,342
820029,Private B&B Double Room 1,4307073,Umoton,Sharston,53.376433246773715,-2.2525511396132556,Private room,38,1,59,2015-12-09,1.54,3,328
2079020,Modern family house with garden,6100874,Alan And Sharon,Sharston,53.39305516338429,-2.254205616851161,Entire home/apt,68,7,2,2015-09-15,0.14,3,40
1329093,Private B&B Double Room 2,4307073,Umoton,Sharston,53.376014170754196,-2.2516227913479026,Private room,34,1,61,2016-03-25,2.46,3,310
1329094,Private B&B Double Room 3,4307073,Umoton,Sharston,53.376476408301016,-2.2519276841729816,Private room,34,1,25,2016-02-15,1.02,3,351
5063594,Cosy  Double Bed with Ensiute ,24266657,Jon,Sharston,53.39262180897719,-2.250014689426401,Private room,39,2,29,2016-03-28,2.44,1,359
10941836,Large Double Bedroom in New House,47905315,Marwan,Higher Blackley,53.52524418106191,-2.228387455040817,Private room,20,2,0,,,1,120
1980821,Spacious Single Room in Shared Flat,8449981,David,Higher Blackley,53.525208282762385,-2.2433904656222223,Private room,28,2,6,2016-03-04,0.27,1,150
7022108,Single Bedroom in Duplex Comfy Flat,7607305,Tommy,Higher Blackley,53.52578564184573,-2.237258565179275,Private room,22,1,4,2016-01-01,0.50,1,145
11664854,"Relaxed apartment,  for 2 persons",27306538,Ben,Didsbury East,53.429453047944044,-2.2276158282332754,Entire home/apt,30,1,0,,,1,0
